所属省,所属市,所属区(县),营业场所,地址,开办业务,邮政编码
广东省,汕尾市,陆丰市,中国邮政集团有限公司广东省陆丰市河东邮政所,广东陆丰市河东镇高田村陆河公路边,信件、印刷品、包裹、邮政汇兑、报刊订阅,516510
广东省,汕尾市,陆丰市,中国邮政集团有限公司广东省陆丰市桥冲邮政所,广东省汕尾市陆丰市博碣公路（桥冲段）桥冲镇供电所南侧街,信件、印刷品、包裹、邮政汇兑、报刊订阅,516523
广东省,汕尾市,陆丰市,中国邮政集团有限公司广东省陆丰市八万邮政所,广东陆丰市八万镇八万圩,信件、印刷品、包裹、邮政汇兑,516525
广东省,汕尾市,陆丰市,中国邮政集团有限公司广东省陆丰市陂洋邮政所,广东省陆丰市陂洋镇陂沟管区新寮,信件、印刷品、包裹、邮政汇兑,516527
广东省,汕尾市,陆丰市,中国邮政集团有限公司广东省陆丰市甲东邮政所,广东陆丰市甲东镇石清圩,信件、印刷品、包裹、邮政汇兑、港澳台业务、报刊订阅,516536
广东省,汕尾市,陆丰市,中国邮政集团有限公司广东省陆丰市甲西邮政所,广东陆丰市甲西镇新寨村甲西政府对面,信件、印刷品、包裹、邮政汇兑、报刊订阅,516538
广东省,汕尾市,陆丰市,中国邮政集团有限公司广东省陆丰市上英邮政所,广东陆丰市上英镇英海路,信件、印刷品、包裹、邮政汇兑,516553
广东省,汕尾市,陆丰市,中国邮政集团有限公司广东省陆丰市东海邮政支局,广东陆丰市东海镇陆丰市陆城北堤东路中段,信件、印刷品、包裹、邮政汇兑、港澳台业务、报刊订阅,516500
广东省,汕尾市,陆河县,中国邮政集团有限公司广东省陆河县吉康邮政支局,广东陆河县城吉康街,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务,516700
广东省,汕尾市,陆河县,中国邮政集团有限公司广东省陆河县新圩邮政所,广东汕尾市陆河县人民南路1号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,516700
广东省,汕尾市,城区,中国邮政集团有限公司汕尾市香城路邮政支局,广东汕尾市香城路富城苑小区7栋4-5号,信件、印刷品、包裹、邮政汇兑、港澳台业务、报刊订阅,516600
广东省,汕尾市,城区,中国邮政集团有限公司汕尾市城区汕尾大道邮政支局,广东汕尾市城区汕尾大道中段建安综合楼底层1、2、3号,信件、印刷品、包裹、邮政汇兑、港澳台业务、报刊订阅,516600
广东省,江门市,恩平市,中国邮政集团有限公司广东省恩平市美华西营业所,广东恩平市恩城街道美华西路53号嘉景苑首层商普（之东）,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529400
广东省,江门市,恩平市,中国邮政集团有限公司广东省恩平市东门营业所,广东恩平市恩城镇东门路20号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529400
广东省,江门市,恩平市,中国邮政集团有限公司广东省恩平市平石邮政所,广东省恩平市新平北路64号首层,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529400
广东省,江门市,恩平市,中国邮政集团有限公司广东省恩平市河南营业所,广东省恩平市吉祥街地号（河南电信大楼）首层门市,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529400
广东省,江门市,恩平市,中国邮政集团有限公司广东省恩平市腾飞邮政所,广东恩平腾飞街锦江明珠首层18-20号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529400
广东省,江门市,鹤山市,中国邮政集团有限公司广东省鹤山市新鹤邮政所,广东鹤山市沙坪镇新升路19号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529700
广东省,江门市,鹤山市,中国邮政集团有限公司广东省鹤山市凯旋城邮政所,广东省鹤山市沙坪镇前进南路340、342、344号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529700
广东省,江门市,鹤山市,中国邮政集团有限公司广东省鹤山市新城邮政所,广东省鹤山市沙坪镇中东西大道19、21号首层,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529700
广东省,江门市,鹤山市,中国邮政集团有限公司广东省鹤山市大鹏邮政所,广东省鹤山市沙坪街道大鹏路177、179、181号与四坊街2、4、6号首层商铺,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529700
广东省,江门市,鹤山市,中国邮政集团有限公司广东省鹤山市富华邮政所,广东省鹤山市沙坪镇桂北村180号之2、3、4、5号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529700
广东省,江门市,开平市,中国邮政集团有限公司广东省开平市长沙邮政所,广东省开平市三埠街道办事处卫民路23号103-105铺位、25号101铺位,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529300
广东省,江门市,开平市,中国邮政集团有限公司广东省开平市新昌邮政所,广东省开平市新昌路10-12号首层,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529300
广东省,江门市,开平市,中国邮政集团有限公司广东省开平市祥龙邮政所,广东省开平市三埠街道祥龙祥荻路16号之二,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529300
广东省,江门市,开平市,中国邮政集团有限公司广东省开平市龙头邮政所,广东开平市长沙侨园路17号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529300
广东省,江门市,开平市,中国邮政集团有限公司广东省开平市祥苑邮政所,广东省开平市长沙长镇路16号之一第一卡,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529300
广东省,江门市,开平市,中国邮政集团有限公司广东省开平市幕桥邮政所,广东省开平长沙区幕桥西路金都花苑东区3号第2幢首层101、102号铺位,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529300
广东省,江门市,开平市,中国邮政集团有限公司广东省开平市潭江邮政所,广东开平市长沙街道长沙西路38号-40号首层,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529300
广东省,江门市,台山市,中国邮政集团有限公司广东省台山市侨雅邮政所,台山市台城白石路润华大厦104-105号商铺,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529200
广东省,江门市,台山市,中国邮政集团有限公司广东省台山市沙岗湖邮政所,台山市台城沙岗湖路22号106号商铺之一,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529299
广东省,江门市,台山市,中国邮政集团有限公司广东省台山市环北邮政所,台山市台城环北大道44号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529299
广东省,江门市,台山市,中国邮政集团有限公司广东省台山市城北邮政所,台山市台城桥湖路192号地下,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529200
广东省,江门市,台山市,中国邮政集团有限公司广东省台山市东门邮政所,台山市台城台东路23号地下9-10卡商铺,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529299
广东省,江门市,台山市,中国邮政集团有限公司广东省台山市南门邮政所,台山市河滨东路8号第一幢1单元101号商铺地下,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529200
广东省,江门市,台山市,台山市白沙镇美婵邮政业务代办点,台山市白沙潮境圩潮荻路5号之一,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529258
广东省,江门市,台山市,台山市大江镇活利邮政代办点,广东省台山市大江镇北盛街88号之一,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529261
广东省,江门市,台山市,中国邮政集团有限公司广东省台山市城西邮政所,广东省台山市台城桂水路6号一至四层,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529200
广东省,江门市,新会区,中国邮政集团有限公司江门市东甲邮政所,广东省江门市新会区会城街道灵镇东街2号103-104,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529100
广东省,江门市,新会区,中国邮政集团有限公司江门市朱紫邮政所,广东省江门市新会区会城街道会城朱紫路99,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529100
广东省,江门市,新会区,中国邮政集团有限公司江门市龙昌邮政所,广东省江门市新会区会城街道振兴3路21号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529100
广东省,江门市,新会区,中国邮政集团有限公司江门市中心邮政所,广东省江门市新会区会城街道冈州大道中72号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529100
广东省,江门市,新会区,中国邮政集团有限公司江门市振兴邮政所,广东省江门市新会区会城振兴二路40号101、人民路16号150,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529100
广东省,江门市,新会区,中国邮政集团有限公司江门市城南邮政所,"广东省江门市新会区会城新会大道中43号101,102,103",信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529100
广东省,江门市,恩平市,中国邮政集团公司广东省恩平市恩州营业所,广东省江门市恩平市恩城美华东路52号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529400
广东省,江门市,新会区,中国邮政集团有限公司江门市崖南邮政所,广东省江门市新会区崖门镇崖南墟,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,529152
广东省,佛山市,禅城区,中国邮政集团有限公司佛山市城区同济邮政所,广东省佛山市禅城区同济路17号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,528010
广东省,佛山市,禅城区,中国邮政集团有限公司佛山市城区升平支局,广东省佛山市禅城区祖庙街道升平路48号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,528099
广东省,佛山市,禅城区,中国邮政集团有限公司佛山市城区亲仁支局,广东省佛山市禅城区汾江中路74号首层104号之一,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,528099
广东省,佛山市,禅城区,佛山市禅城区东鄱邮政所,佛山市禅城区张槎街道东鄱罗埠村一街2号,信件、印刷品、包裹、邮政汇兑,528031
广东省,佛山市,禅城区,佛山市禅城区建设邮政所,佛山市禅城区建设二街16号,信件、印刷品、包裹、邮政汇兑,528000
广东省,佛山市,禅城区,中国邮政集团有限公司佛山市城区汾江北路支局,广东省佛山市禅城区汾江北路66号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,528099
广东省,佛山市,禅城区,中国邮政集团有限公司佛山市城区同华邮政所,广东省佛山市禅城区汾江中路150号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,528010
广东省,佛山市,禅城区,中国邮政集团有限公司佛山市城区佛平路支局,广东省佛山市禅城区佛平路50号2-５号铺,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,528099
广东省,佛山市,禅城区,佛山市禅城区佛大邮政所,佛山市禅城区江湾一路18号,信件、印刷品、包裹、邮政汇兑、报刊订阅,528000
广东省,佛山市,禅城区,佛山市禅城区古灶邮政所,佛山市禅城区张槎街道办古灶古生雅苑165号铺首层中国电信营业厅,信件、印刷品、包裹、邮政汇兑,528031
广东省,佛山市,禅城区,中国邮政集团有限公司佛山市城区朝安支局,广东省佛山市禅城区朝安北路26号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,528000
广东省,佛山市,禅城区,中国邮政集团有限公司佛山市城区石湾邮政所,广东省佛山市禅城区石湾街道榴苑路6号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,528031
广东省,佛山市,禅城区,中国邮政集团有限公司佛山市城区江湾邮政所,广东省佛山市禅城区江湾一路27号,信件、印刷品、包裹、邮政汇兑、国际业务、报刊订阅,528011
广东省,佛山市,禅城区,中国邮政集团有限公司佛山市城区澜石支局,广东省佛山市禅城区黎明一路23号3区首层P23/24号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,528041
广东省,佛山市,禅城区,佛山市禅城区湾华邮政所,佛山市禅城区魁奇二路湾华村桥观新村北1巷旁1号厂房,信件、印刷品、包裹、邮政汇兑,528000
广东省,佛山市,禅城区,中国邮政集团有限公司佛山市城区张槎支局,广东省佛山市禅城区张槎三路11号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,528051
广东省,佛山市,禅城区,佛山市禅城区黎冲邮政所,佛山市禅城区汾江南路黎冲上村警保邮服务站（黎冲上村消防队旁）,信件、印刷品、包裹、邮政汇兑、报刊订阅,528000
广东省,佛山市,禅城区,佛山市禅城区大沙邮政所,佛山市禅城张槎大沙高社西新街6号中国电信营业厅,信件、印刷品、包裹、邮政汇兑,528051
广东省,佛山市,禅城区,中国邮政集团有限公司佛山市城区汇银支局,广东佛山市禅城区魁奇二路8号,信件、印刷品、包裹、邮政汇兑、报刊订阅,528041
广东省,佛山市,禅城区,佛山市禅城区下朗邮政所,广东佛山市禅城区张槎下朗大道19号,信件、印刷品、包裹、邮政汇兑,528051
广东省,佛山市,禅城区,佛山市禅城区堤田邮政所,佛山市禅城区南庄镇堤田前锋村前二新村四巷1号英纬智慧社区店,信件、印刷品、包裹、邮政汇兑,528061
广东省,佛山市,禅城区,佛山市禅城区番村邮政所,佛山市禅城区佛山大道中137号番村警保邮服务站,信件、印刷品、包裹、邮政汇兑,528000
广东省,佛山市,禅城区,佛山市禅城区东村邮政所,佛山市禅城区南庄镇东村下东村中国电信智慧社区服务厅（东村社区店）,信件、印刷品、包裹、邮政汇兑、报刊订阅,528061
广东省,佛山市,禅城区,中国邮政集团有限公司佛山市城区南庄邮政所,广东省佛山市禅城区南庄镇南庄大道西36号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,528061
广东省,佛山市,三水区,中国邮政集团有限公司佛山市三水区宝南营业处,广东省佛山市三水区西南街道健力宝南路31号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,528100
广东省,佛山市,三水区,中国邮政集团有限公司佛山市三水区广海西营业处,广东省佛山市三水区西南街道广海大道西47号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,528100
广东省,佛山市,三水区,中国邮政集团有限公司佛山市三水区人民营业处,广东省佛山市三水区西南街道人民二路94号,信件、印刷品、包裹、邮政汇兑、报刊订阅,528100
广东省,佛山市,三水区,佛山市三水区石湖洲邮政所,广东佛山市三水区乐平镇南边大道19号竹山村委斜对面电信宿舍楼一楼,信件、印刷品、包裹、邮政汇兑、报刊订阅,528135
广东省,佛山市,三水区,佛山市三水区商学院邮政所,广东省佛山市三水区云东海街道学海中路1号,信件、印刷品、包裹、邮政汇兑、报刊订阅,528133
广东省,佛山市,三水区,中国邮政集团有限公司佛山市三水区白坭支局,广东省佛山市三水区白坭镇工业大道193号,信件、印刷品、包裹、邮政汇兑、报刊订阅,528131
广东省,佛山市,三水区,中国邮政集团有限公司佛山市三水区康乐支局,广东省佛山市三水区西南街道康乐路20号,信件、印刷品、包裹、邮政汇兑、报刊订阅,528100
广东省,佛山市,三水区,中国邮政集团有限公司佛山市三水区河口支局,广东省佛山市三水区西南街道河口文明路10座,信件、印刷品、包裹、邮政汇兑、报刊订阅,528133
广东省,佛山市,三水区,中国邮政集团有限公司佛山市三水区万景豪园营业处,广东省佛山市三水区云东海街道鲁村路6号万景豪园15座104号,信件、印刷品、包裹、邮政汇兑、报刊订阅,528100
广东省,佛山市,三水区,中国邮政集团有限公司佛山市三水区南边支局,广东省佛山市三水区乐平镇南边大道40号,信件、印刷品、包裹、邮政汇兑、报刊订阅,528135
广东省,佛山市,三水区,中国邮政集团有限公司佛山市三水区乐平支局,广东省佛山市三水区乐平镇乐平大道25号,信件、印刷品、包裹、邮政汇兑、报刊订阅,528137
广东省,佛山市,三水区,佛山市三水区佛职院邮政所,广东佛山市三水区乐平镇职教路3号,信件、印刷品、包裹、邮政汇兑、报刊订阅,528137
广东省,佛山市,三水区,中国邮政集团有限公司佛山市三水区芦苞支局,广东省佛山市三水区芦苞镇成公路60号,信件、印刷品、包裹、邮政汇兑、报刊订阅,528139
广东省,佛山市,三水区,中国邮政集团有限公司佛山市三水区大塘支局,广东省佛山市三水区大塘镇大兴大道75号,信件、印刷品、包裹、邮政汇兑、报刊订阅,528143
广东省,佛山市,三水区,佛山市三水区塘邮邮政所,广东省佛山市三水区大塘镇工业园兴唐路9号6号铺,信件、印刷品、包裹、邮政汇兑、报刊订阅,528143
广东省,佛山市,三水区,中国邮政集团有限公司佛山市三水区南山支局,佛山市三水区南山镇迳口越侨路4街2号,信件、印刷品、包裹、邮政汇兑、报刊订阅,528145
广东省,佛山市,南海区,佛山市南海区天佑北路邮政所,广东省佛山市南海区桂城桂城天佑北路30号,信件、印刷品、包裹、邮政汇兑、报刊订阅,528200
广东省,佛山市,南海区,佛山市南海区田心邮政所,佛山市南海区狮山镇松岗松岗大道85号,信件、印刷品、包裹、邮政汇兑、报刊订阅,528234
广东省,佛山市,南海区,佛山市南海区至高邮政所,佛山市南海区九江镇沙头青平二马路李祖雄厂房综合楼首层6号铺,信件、印刷品、包裹、邮政汇兑,528208
广东省,佛山市,南海区,中国邮政集团有限公司佛山市南海区桂城海八路支局,佛山市南海区桂城海八路之十三邮政生产综合大楼副楼首层中国邮政储蓄银行海八路营业所内自编一（住所申报）,信件、印刷品、包裹、邮政汇兑、报刊订阅,528200
广东省,佛山市,南海区,中国邮政集团有限公司佛山市南海区桂城支局,佛山市南海区桂城南桂东路17号中国邮政集团有限公司佛山市南海区分公司内自编之三（住所申报）,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,528200
广东省,佛山市,南海区,佛山市南海区二马路邮政所,佛山市南海区九江镇沙头二马路1号,信件、印刷品、包裹、邮政汇兑,528208
广东省,佛山市,南海区,中国邮政集团有限公司佛山市南海区九江支局,广东省佛山市南海区九江镇洛浦大道洛阳楼1-2号地铺,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,528203
广东省,佛山市,南海区,佛山市南海区沙咀邮政所,佛山市南海区九江镇梅圳沙咀乡道口日骏公寓首层2号铺,信件、印刷品、包裹、邮政汇兑,528203
广东省,佛山市,南海区,中国邮政集团有限公司佛山市南海区沙头支局,广东省佛山市南海区九江镇沙头万安路1号,信件、印刷品、包裹、邮政汇兑、港澳台业务、报刊订阅,528208
广东省,佛山市,南海区,佛山市南海区商业大道邮政所,佛山市南海区丹灶镇商业大道55号,信件、印刷品、包裹、邮政汇兑,528216
广东省,佛山市,南海区,佛山市南海区江浦路邮政所,佛山市南海区西樵镇登山大道西街邮政宿舍楼首层,信件、印刷品、包裹、邮政汇兑,528211
广东省,佛山市,南海区,佛山市南海区海舟邮政所,佛山市南海区西樵海舟开发区大路中3号,信件、印刷品、包裹、邮政汇兑,528211
广东省,佛山市,南海区,佛山市南海区芦塘邮政所,佛山 市 南海 狮山镇 罗村金湖广场D区商业楼街9号,信件、印刷品、包裹、邮政汇兑、报刊订阅,528226
广东省,佛山市,南海区,中国邮政集团有限公司佛山市南海区西樵支局,佛山市南海区西樵镇官山城区登山大道东街七巷1号、1号（综合楼）、1号（生活楼）,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,528211
广东省,佛山市,南海区,佛山市南海区南华邮政所,佛山市南海区丹灶镇苏村南华工业区,信件、印刷品、包裹、邮政汇兑,528216
广东省,佛山市,南海区,中国邮政集团有限公司佛山市南海区民乐支局,广东省佛山市南海区西樵镇民乐南闸街综合楼首层,信件、印刷品、包裹、邮政汇兑、报刊订阅,528213
广东省,佛山市,南海区,佛山市南海区北院邮政所,佛山市南海区狮山兽专门口西侧D15幢首层,信件、印刷品、包裹、邮政汇兑、报刊订阅,528225
广东省,佛山市,南海区,佛山市南海区环保学院邮政所,佛山市南海区丹灶镇云峰路环保学院内,信件、印刷品、包裹、邮政汇兑,528216
广东省,佛山市,南海区,佛山市南海区西联邮政所,佛山市南海区丹灶镇金沙上安下坊村桥南7号3号铺,信件、印刷品、包裹、邮政汇兑,528216
广东省,佛山市,南海区,中国邮政集团有限公司佛山市南海区丹灶支局,广东省佛山市南海区丹灶镇商业大道55号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,528216
广东省,佛山市,南海区,中国邮政集团有限公司佛山市南海区金沙支局,"佛山市南海区丹灶镇桂丹西路10号金莎华府首层37,38,39号",信件、印刷品、包裹、邮政汇兑、报刊订阅,528216
广东省,佛山市,南海区,中国邮政集团有限公司佛山市南海区广云路支局,佛山市南海区狮山镇广云路旧321国道边7.8.9号商铺,信件、印刷品、包裹、邮政汇兑、报刊订阅,528225
广东省,佛山市,南海区,佛山市南海区长安路邮政所,佛山市南海区狮山镇小塘长安路7号,信件、印刷品、包裹、邮政汇兑,528222
广东省,佛山市,南海区,中国邮政集团有限公司佛山市南海区小塘支局,佛山市南海区小塘长安路,信件、印刷品、包裹、邮政汇兑、报刊订阅,528222
广东省,佛山市,南海区,中国邮政集团有限公司佛山市南海区狮山支局,广东省佛山市南海区狮山镇狮城路和富家园7座29-30号铺，8座1号铺,信件、印刷品、包裹、邮政汇兑、报刊订阅,528225
广东省,佛山市,南海区,佛山市南海区嘉禾新城邮政所,佛山市南海区狮山罗村联和工业区西区3路1号综合楼4号铺,信件、印刷品、包裹、邮政汇兑,528226
广东省,佛山市,南海区,中国邮政集团有限公司佛山市南海区联和支局,佛山市南海区狮山镇罗村罗湖区桂丹路罗村段电信办公楼首层4号商铺（住所申报）,信件、印刷品、包裹、邮政汇兑、报刊订阅,528226
广东省,佛山市,南海区,佛山市南海区三原色邮政所,佛山市南海区里水镇东升路18号商铺之一,信件、印刷品、包裹、邮政汇兑,528244
广东省,佛山市,南海区,中国邮政集团有限公司佛山市南海区罗村支局,佛山市南海区狮山镇罗村城中路20号1-2号楼（住所申报）,信件、印刷品、包裹、邮政汇兑、报刊订阅,528226
广东省,佛山市,南海区,佛山市南海区街边邮政所,佛山市南海区狮山镇罗村街边石狮工业区2号（住所申报）,信件、印刷品、包裹、邮政汇兑,528226
广东省,佛山市,南海区,佛山市南海区台展邮政所,佛山市南海区大沥镇黄岐泌冲台展工业区山顶便利店对面,信件、印刷品、包裹、邮政汇兑,528248
广东省,佛山市,南海区,佛山市南海区工业大道邮政所,佛山市南海区大沥镇工业大道30号御珈轩22铺,信件、印刷品、包裹、邮政汇兑,528231
广东省,佛山市,南海区,佛山市南海区凤源邮政所,广东省佛山市南海区狮山官窑凤源西路17号,信件、印刷品、包裹、邮政汇兑,528237
广东省,佛山市,南海区,佛山市南海区环镇东邮政所,佛山市南海区大沥镇盐步环镇东路26号,信件、印刷品、包裹、邮政汇兑,528231
广东省,佛山市,南海区,佛山市南海区南国邮政所,佛山市南海区大沥盐步跃进路27号铺,信件、印刷品、包裹、邮政汇兑,528231
广东省,佛山市,南海区,佛山市南海大沥横江邮政所,佛山市南海区大沥镇盐步横江江心一街13号首层,信件、印刷品、包裹、邮政汇兑、报刊订阅,528231
广东省,佛山市,南海区,中国邮政集团有限公司佛山市南海区大沥支局,佛山市南海区大沥工业大道32号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,528231
广东省,佛山市,南海区,中国邮政集团有限公司佛山市南海区大发支局,佛山市南海区大沥镇太平大道27号泰富公馆首层1号铺,信件、印刷品、包裹、邮政汇兑、报刊订阅,528231
广东省,佛山市,南海区,中国邮政集团有限公司佛山市南海区桂江支局,广东省佛山市南海区大沥镇沥雅路8号一德名苑29栋首层商铺D001-D004号,信件、印刷品、包裹、邮政汇兑、报刊订阅,528231
广东省,佛山市,南海区,佛山市南海区豪景新城邮政所,佛山市南海区狮山镇官窑瑶平路37号豪景新城24号商铺,信件、印刷品、包裹、邮政汇兑,528237
广东省,佛山市,南海区,中国邮政集团有限公司佛山市南海区松岗支局,佛山市南海区狮山镇松岗大道97号之二首层东侧中国邮政储蓄银行股份有限公司松岗营业所内自编之一（住所申报）,信件、印刷品、包裹、邮政汇兑、报刊订阅,528234
广东省,佛山市,南海区,中国邮政集团有限公司佛山市南海区官窑支局,佛山市南海区狮山镇官窑瑶平路北侧商铺1首层之1C至1D号商铺中国邮政储蓄银行官窑营业所内自编之一(住所申报),信件、印刷品、包裹、邮政汇兑、报刊订阅,528237
广东省,佛山市,南海区,佛山市南海区金逢邮政所,佛山市南海区里水镇金和社区金逢路47号之三（住所申报）,信件、印刷品、包裹、邮政汇兑,528241
广东省,佛山市,南海区,中国邮政集团有限公司佛山市南海区和顺支局,广东省佛山市南海区里水镇和顺金华西路70号,信件、印刷品、包裹、邮政汇兑、报刊订阅,528241
广东省,佛山市,南海区,中国邮政集团有限公司佛山市南海区儒林支局,南海区九江镇明达路14号,信件、印刷品、包裹、邮政汇兑、报刊订阅,528203
广东省,佛山市,南海区,佛山市南海区洲村邮政所,佛山市南海区和顺金华西路70号,信件、印刷品、包裹、邮政汇兑,528241
广东省,佛山市,南海区,佛山市南海区佛科院仙溪邮政所,佛山市南海区狮山镇学院仙溪校区（住所申报）,信件、印刷品、包裹、邮政汇兑,528225
广东省,佛山市,南海区,佛山市南海区麻奢邮政所,佛山市南海区里水镇麻奢村里水消防中队对面林洋凤铺自编2号,信件、印刷品、包裹、邮政汇兑,528244
广东省,佛山市,南海区,佛山市南海区新填街邮政所,佛山市南海区罗村新填街1号,信件、印刷品、包裹、邮政汇兑,528226
广东省,佛山市,南海区,中国邮政集团有限公司佛山市南海区里水支局,广东省佛山市南海区里水东升路7号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,528244
广东省,佛山市,南海区,中国邮政集团有限公司佛山市南海区大步支局,佛山市南海区里水镇沙涌大道1号（土名“良岸”）沙涌商业中心首层8-12号铺中国邮政储蓄银行大步营业所内自编之一（住所申报）,信件、印刷品、包裹、邮政汇兑、报刊订阅,528244
广东省,佛山市,南海区,中国邮政集团有限公司佛山市南海区太行支局,佛山市南海区里水镇里广路139号首层一至三号商铺（胜利村五一小组“丰岗公路”地段）中国邮政储蓄银行太行营业所内自编之一（住所申报））,信件、印刷品、包裹、邮政汇兑、报刊订阅,528244
广东省,佛山市,南海区,佛山市南海区大冲邮政所,佛山市南海区里水镇大冲联江路8-9号铺中国电信营业厅,信件、印刷品、包裹、邮政汇兑,528244
广东省,佛山市,南海区,佛山市南海区铜锣湾邮政所,广东省佛山市南海区里水和顺铜锣湾公园B栋一楼BL003铺,信件、印刷品、包裹、邮政汇兑、报刊订阅,528241
广东省,佛山市,南海区,佛山市南海区鸿晖邮政所,佛山市南海区大沥镇永安路鸿辉公寓楼下铺,信件、印刷品、包裹、邮政汇兑,528231
广东省,佛山市,南海区,佛山市南海区永青邮政所,佛山市南海区大沥镇盐步永青路73号之一,信件、印刷品、包裹、邮政汇兑,528247
广东省,佛山市,南海区,中国邮政集团有限公司佛山市南海区盐步支局,佛山市南海区盐步大道建设西路,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,528247
广东省,佛山市,南海区,中国邮政集团有限公司佛山市南海区盐步中大支局,佛山市南海区大沥镇盐步广佛公路平地路段南43号中大小商品城18幢110、111、112、113A号铺,信件、印刷品、包裹、邮政汇兑、报刊订阅,528247
广东省,佛山市,南海区,佛山市南海区中南花园邮政所,佛山市南海区大沥镇黄岐广佛路中南花园二期一区南海路5号铺之一,信件、印刷品、包裹、邮政汇兑,528248
广东省,佛山市,南海区,佛山市南海区德欣邮政所,广东省佛山市南海区大沥镇黄岐沙面新城秀丽苑5、6号铺,信件、印刷品、包裹、邮政汇兑,528247
广东省,佛山市,南海区,中国邮政集团有限公司佛山市南海区黄岐支局,佛山市南海区大沥镇黄岐洞庭路碧翠华庭55、56、57、58、59、60号铺之一（住所申报）,信件、印刷品、包裹、邮政汇兑、报刊订阅,528248
